URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
19.374338	0.0541	27,223,205.490046
19.375240	0.0541	27,323,795.271208
19.376140	0.054	27,502,146.893097
19.377042	0.0541	27,845,837.164519
19.377943	0.0541	28,142,366.296283
19.378843	0.054	28,245,261.119310
19.379745	0.0541	28,335,646.527292
19.380647	0.0541	28,435,474.456217
19.381547	0.054	28,517,627.382828
19.382448	0.0541	28,706,316.760430
19.383350	0.0541	29,106,964.137763
19.384252	0.0541	29,673,015.430950
19.385152	0.054	30,203,372.013833
19.386053	0.0541	30,548,110.978790
19.386955	0.0541	30,531,354.797970
19.387855	0.054	30,321,964.193980
19.388757	0.0541	30,419,630.649846
19.389658	0.0541	30,790,625.211641
19.390558	0.054	31,327,316.052256
19.391460	0.0541	31,941,568.637545
19.392362	0.0541	32,314,543.525273
19.393262	0.054	32,642,955.549468
19.394163	0.0541	33,125,041.111857
19.395065	0.0541	33,469,341.885922
19.395965	0.054	33,515,580.944978
19.396867	0.0541	33,454,696.385921
19.397768	0.0541	33,518,037.350290
19.398670	0.0541	33,829,421.352377
19.399570	0.054	34,512,451.766157
19.400472	0.0541	35,332,472.305706
19.401373	0.0541	35,893,334.599642
19.402273	0.054	36,117,653.582612
19.403175	0.0541	36,235,020.278602
19.404077	0.0541	36,538,636.697425
19.404977	0.054	36,956,038.287193
19.405878	0.0541	37,424,072.434045
19.406780	0.0541	38,099,177.992815
19.407680	0.054	38,780,596.017701
19.408582	0.0541	39,176,807.545604
19.409483	0.0541	39,550,551.639330
19.410383	0.054	40,107,517.296935
19.411285	0.0541	40,565,089.922402
19.412187	0.0541	40,842,585.369898
19.413088	0.0541	41,158,835.928219
19.413988	0.054	41,586,957.389254
19.414890	0.0541	41,995,798.207093
19.415792	0.0541	42,273,633.750304
19.416692	0.054	42,428,492.429474
19.417593	0.0541	42,526,434.080087
19.418495	0.0541	42,707,856.676693
19.419395	0.054	43,104,208.978823
19.420297	0.0541	43,632,049.521005
19.421198	0.0541	44,045,261.043552
19.422098	0.054	44,188,330.669876
19.423000	0.0541	44,107,537.887193
19.423902	0.0541	43,944,253.438459
19.424802	0.054	43,828,090.928998
19.425703	0.0541	43,828,378.697483
19.426605	0.0541	44,106,783.765210
19.427507	0.0541	44,648,033.367720
19.428407	0.054	45,065,510.357671
19.429308	0.0541	45,374,708.797977
19.430210	0.0541	45,562,210.020176
19.431110	0.054	45,547,251.178457
19.432012	0.0541	45,794,370.658632
19.432913	0.0541	46,147,955.104680
19.433813	0.054	46,202,814.009950
19.434715	0.0541	46,252,057.325553
19.435617	0.0541	46,200,068.868287
19.436517	0.054	45,809,311.261307
19.437418	0.0541	45,632,237.499087
19.438320	0.0541	46,027,117.351923
19.439220	0.054	46,479,756.040481
19.440122	0.0541	46,601,436.888029
19.441023	0.0541	46,538,775.760767
19.441925	0.0541	46,309,555.037581
19.442825	0.054	46,150,504.389842
19.443727	0.0541	46,377,898.944894
19.444628	0.0541	46,538,146.817635
19.445528	0.054	46,429,336.306274
19.446430	0.0541	46,286,904.995504
19.447332	0.0541	46,006,531.038380
19.448232	0.054	45,571,888.960442
19.449133	0.0541	45,137,197.223240
19.450035	0.0541	44,724,109.206002
19.450935	0.054	44,246,377.789951
19.451837	0.0541	43,900,200.780353
19.452738	0.0541	43,995,633.118354
19.453640	0.0541	44,297,042.371477
19.454540	0.054	44,249,884.952641
19.455442	0.0541	43,816,933.540164
19.456343	0.0541	43,471,882.250453
19.457243	0.054	43,173,181.712539
19.458145	0.0541	42,745,585.282197
19.459047	0.0541	42,421,058.005743
19.459947	0.054	42,140,290.298345
19.460848	0.0541	41,932,825.671962
19.461750	0.0541	41,945,684.720305
19.462650	0.054	41,868,935.310195
19.463552	0.0541	41,588,676.532869
19.464453	0.0541	41,406,693.521687
19.465353	0.054	41,310,394.258685
19.466255	0.0541	41,135,847.987539
19.467157	0.0541	40,919,224.696313
19.468058	0.0541	40,762,391.664557
19.468958	0.054	40,701,810.326797
19.469860	0.0541	40,694,444.324016
19.470762	0.0541	40,623,260.607714
19.471662	0.054	40,497,276.447261
19.472563	0.0541	40,404,992.135936
19.473465	0.0541	40,147,247.436426
19.474365	0.054	39,834,538.870951
19.475267	0.0541	39,755,611.920069
19.476168	0.0541	39,837,812.384779
19.477068	0.054	39,913,182.746862
19.477970	0.0541	39,802,545.815841
19.478872	0.0541	39,471,609.087625
19.479772	0.054	39,015,040.773531
19.480673	0.0541	38,546,286.816570
19.481575	0.0541	38,216,585.967887
19.482477	0.0541	38,035,203.435015
19.483377	0.054	37,878,550.774336
19.484278	0.0541	37,685,846.996509
19.485180	0.0541	37,541,983.989001
19.486080	0.054	37,523,537.976444
19.486982	0.0541	37,525,107.799645
19.487883	0.0541	37,398,370.968871
19.488783	0.054	37,080,678.659210
19.489685	0.0541	36,785,618.050446
19.490587	0.0541	36,700,157.967191
19.491487	0.054	36,618,266.977768
19.492388	0.0541	36,450,836.655004
19.493290	0.0541	36,274,318.321264
19.494190	0.054	36,076,311.997261
19.495092	0.0541	35,736,765.827364
19.495993	0.0541	35,355,076.304928
19.496895	0.0541	35,258,674.439351
19.497795	0.054	35,313,780.164477
19.498697	0.0541	35,208,516.334980
19.499598	0.0541	34,953,998.138886
19.500498	0.054	34,730,521.056776
19.501400	0.0541	34,665,148.159829
19.502302	0.0541	34,656,938.045084
19.503202	0.054	34,586,905.450758
19.504103	0.0541	34,535,497.865546
19.505005	0.0541	34,449,634.177394
19.505905	0.054	34,132,891.410080
19.506807	0.0541	33,562,508.681953
19.507708	0.0541	33,082,019.624765
19.508610	0.0541	33,013,086.541971
19.509510	0.054	33,126,421.715945
19.510412	0.0541	33,186,672.819705
19.511313	0.0541	33,308,783.556436
19.512213	0.054	33,428,012.726726
19.513115	0.0541	33,370,565.129323
19.514017	0.0541	33,313,024.954278
19.514917	0.054	33,371,479.092459
19.515818	0.0541	33,399,291.117965
19.516720	0.0541	33,326,223.778495
19.517620	0.054	33,167,171.479534
19.518522	0.0541	33,037,857.593239
19.519423	0.0541	33,257,519.997100
19.520323	0.054	33,697,223.798446
19.521225	0.0541	33,794,307.311714
19.522127	0.0541	33,593,910.973546
19.523028	0.0541	33,448,563.887683
19.523928	0.054	33,497,026.173514
19.524830	0.0541	33,747,454.428152
19.525732	0.0541	34,146,592.521425
19.526632	0.054	34,557,144.954868
19.527533	0.0541	34,809,824.478352
19.528435	0.0541	34,927,577.163802
19.529335	0.054	34,996,641.009407
19.530237	0.0541	35,076,854.488218
19.531138	0.0541	35,132,488.986317
19.532038	0.054	35,265,358.392319
19.532940	0.0541	35,715,649.843035
19.533842	0.0541	36,416,158.831781
19.534742	0.054	37,213,345.510058
19.535643	0.0541	37,942,966.211301
19.536545	0.0541	38,567,787.621131
19.537447	0.0541	39,305,717.576837
19.538347	0.054	40,024,930.849654
19.539248	0.0541	40,481,148.564340
19.540150	0.0541	40,824,132.155991
19.541050	0.054	41,117,172.292708
19.541952	0.0541	41,405,316.204872
19.542853	0.0541	41,941,770.572265
19.543753	0.054	42,860,260.934657
19.544655	0.0541	44,052,496.667194
19.545557	0.0541	45,210,708.241387
19.546457	0.054	46,054,699.378707
19.547358	0.0541	46,716,423.054401
19.548260	0.0541	47,645,457.057941
19.549160	0.054	48,929,258.969300
19.550062	0.0541	50,289,053.525734
19.550963	0.0541	51,618,133.880583
19.551865	0.0541	52,788,472.932858
19.552765	0.054	53,599,568.983725
19.553667	0.0541	54,409,387.105851
19.554568	0.0541	55,550,467.407161
19.555468	0.054	56,816,642.803479
19.556370	0.0541	58,095,711.823747
19.557272	0.0541	59,267,373.587050
19.558172	0.054	60,231,173.864546
19.559073	0.0541	61,085,883.424903
19.559975	0.0541	62,057,331.361197
19.560875	0.054	63,171,483.231662
19.561777	0.0541	64,078,823.838992
19.562678	0.0541	65,019,760.306921
19.563580	0.0541	66,426,078.049531
19.564480	0.054	67,636,920.469183
19.565382	0.0541	68,140,033.933212
19.566283	0.0541	68,724,736.745782
19.567183	0.054	70,117,045.089699
19.568085	0.0541	71,940,850.623602
19.568987	0.0541	73,566,670.041140
19.569887	0.054	74,846,980.403956
19.570788	0.0541	75,878,150.035708
19.571690	0.0541	76,858,287.168135
19.572590	0.054	78,228,535.945361
19.573492	0.0541	80,268,759.979158
19.574393	0.0541	82,681,086.974151
19.575293	0.054	85,149,659.934278
19.576195	0.0541	87,552,652.230035
19.577097	0.0541	89,943,200.471819
19.577998	0.0541	92,349,499.173017
19.578898	0.054	94,651,536.082687
19.579800	0.0541	96,961,151.395297
19.580702	0.0541	99,331,230.330825
19.581602	0.054	101,959,555.513284
19.582503	0.0541	105,091,203.583821
19.583405	0.0541	108,596,533.502833
19.584305	0.054	112,649,199.634149
19.585207	0.0541	117,075,630.169291
19.586108	0.0541	120,954,024.203529
19.587008	0.054	124,321,862.692111
19.587910	0.0541	128,142,625.925980
19.588812	0.0541	132,199,563.854118
19.589713	0.0541	135,951,413.410733
19.590613	0.054	139,802,347.433297
19.591515	0.0541	143,693,442.453615
19.592417	0.0541	146,982,440.087759
19.593317	0.054	149,599,295.382646
19.594218	0.0541	152,989,586.954602
19.595120	0.0541	158,803,171.417762
19.596020	0.054	166,088,053.662632
19.596922	0.0541	172,760,684.383227
19.597823	0.0541	178,568,640.779083
19.598723	0.054	183,737,559.152922
19.599625	0.0541	188,554,347.335459
19.600527	0.0541	193,659,103.414841
19.601427	0.054	198,270,505.148051
19.602328	0.0541	202,534,322.130127
19.603230	0.0541	207,009,505.023918
19.604132	0.0541	211,058,919.536531
19.605032	0.054	215,846,826.509720
19.605933	0.0541	220,982,591.884183
19.606835	0.0541	224,697,589.447538
19.607735	0.054	227,565,666.782292
19.608637	0.0541	230,238,501.131811
19.609538	0.0541	233,602,832.663289
19.610438	0.054	237,770,127.090193
19.611340	0.0541	241,162,230.080056
19.612242	0.0541	243,358,262.932077
19.613142	0.054	245,445,778.460369
19.614043	0.0541	247,307,782.289220
19.614945	0.0541	247,754,645.421828
19.615845	0.054	248,251,514.738518
19.616747	0.0541	250,801,852.172708
19.617648	0.0541	254,725,742.161655
19.618550	0.0541	258,697,797.871281
19.619450	0.054	261,529,116.540964
19.620352	0.0541	262,917,256.467665
19.621253	0.0541	263,794,367.623816
19.622153	0.054	263,710,338.963954
19.623055	0.0541	262,273,928.493314
19.623957	0.0541	260,756,676.005419
19.624857	0.054	259,411,659.310584
19.625758	0.0541	257,775,419.210028
19.626660	0.0541	255,542,056.869180
19.627560	0.054	252,499,124.361872
19.628462	0.0541	249,340,869.766188
19.629363	0.0541	247,071,198.117096
19.630265	0.0541	245,309,679.110838
19.631165	0.054	242,740,592.454940
19.632067	0.0541	239,336,358.094436
19.632968	0.0541	235,561,184.733596
19.633868	0.054	231,982,581.464077
19.634770	0.0541	229,116,279.698648
19.635672	0.0541	226,624,154.977475
19.636572	0.054	223,957,356.308941
19.637473	0.0541	220,246,278.460313
19.638375	0.0541	216,205,875.151243
19.639275	0.054	212,368,765.756977
19.640177	0.0541	207,516,714.670939
19.641078	0.0541	202,319,319.534746
19.641978	0.054	197,928,736.975907
19.642880	0.0541	194,017,874.233254
19.643782	0.0541	190,480,699.736223
19.644683	0.0541	187,613,097.101747
19.645583	0.054	184,928,541.027244
19.646485	0.0541	181,696,152.874852
19.647387	0.0541	178,064,943.051034
19.648287	0.054	174,420,549.674745
19.649188	0.0541	170,424,964.029375
19.650090	0.0541	165,968,278.133874
19.650990	0.054	161,777,716.736671
19.651892	0.0541	157,818,216.241643
19.652793	0.0541	153,666,256.199979
19.653693	0.054	149,974,715.620010
19.654595	0.0541	147,035,179.899066
19.655497	0.0541	143,848,825.971167
19.656397	0.054	140,137,060.634264
19.657298	0.0541	136,525,883.420869
19.658200	0.0541	133,523,343.695055
19.659102	0.0541	130,882,901.762421
19.660002	0.054	127,497,384.106563
19.660903	0.0541	123,647,036.576824
19.661805	0.0541	120,477,809.614728
19.662705	0.054	118,045,459.944168
19.663607	0.0541	116,149,401.851982
19.664508	0.0541	114,564,165.247860
19.665408	0.054	112,561,450.029186
19.666310	0.0541	109,605,092.943751
19.667212	0.0541	106,225,126.116500
19.668112	0.054	103,490,392.345041
19.669013	0.0541	101,654,086.196176
19.669915	0.0541	100,096,847.183758
19.670817	0.0541	97,964,413.478293
19.671717	0.054	95,141,125.343425
19.672618	0.0541	92,672,527.895848
19.673520	0.0541	90,962,318.029447
19.674420	0.054	89,415,215.079097
19.675322	0.0541	87,837,586.251032
19.676223	0.0541	86,393,791.610491
19.677123	0.054	84,820,767.609444
19.678025	0.0541	82,878,498.326282
19.678927	0.0541	81,492,154.296512
19.679827	0.054	81,201,724.348527
19.680728	0.0541	80,887,208.535940
19.681630	0.0541	80,043,289.176129
19.682530	0.054	79,106,792.475986
19.683432	0.0541	78,084,470.938754
19.684333	0.0541	76,989,932.873438
19.685235	0.0541	75,943,558.032916
19.686135	0.054	75,073,251.552394
19.687037	0.0541	74,303,054.705521
19.687938	0.0541	73,428,081.569749
19.688838	0.054	72,793,992.323783
19.689740	0.0541	72,397,132.431872
19.690642	0.0541	71,876,648.495047
19.691542	0.054	71,342,196.175897
19.692443	0.0541	70,717,323.133554
19.693345	0.0541	69,760,941.617828
19.694245	0.054	68,867,957.757719
19.695147	0.0541	68,406,253.350012
19.696048	0.0541	67,998,815.562917
19.696950	0.0541	67,589,373.034722
19.697850	0.054	67,560,902.783847
19.698752	0.0541	67,851,846.146981
19.699653	0.0541	68,223,946.389735
19.700553	0.054	68,406,170.899351
19.701455	0.0541	68,137,704.474236
19.702357	0.0541	67,443,161.168117
19.703257	0.054	66,426,998.148476
19.704158	0.0541	65,488,091.716906
19.705060	0.0541	64,854,061.564350
19.705960	0.054	64,311,179.785243
19.706862	0.0541	63,972,662.769114
19.707763	0.0541	63,717,889.726699
19.708663	0.054	63,271,070.496424
19.709565	0.0541	62,861,030.459693
19.710467	0.0541	62,448,427.076827
19.711368	0.0541	61,737,272.516448
19.712268	0.054	60,957,491.720298
19.713170	0.0541	60,532,423.676541
19.714072	0.0541	60,354,667.474752
19.714972	0.054	60,009,110.891351
19.715873	0.0541	59,358,644.199319
19.716775	0.0541	58,582,130.729973
19.717675	0.054	57,828,892.262812
19.718577	0.0541	57,143,376.101622
19.719478	0.0541	56,651,870.881111
19.720378	0.054	56,326,607.446403
19.721280	0.0541	55,875,234.695500
19.722182	0.0541	55,252,457.131999
19.723082	0.054	54,664,126.350688
19.723983	0.0541	54,199,177.103839
19.724885	0.0541	53,891,071.946481
19.725787	0.0541	53,278,171.843275
19.726687	0.054	52,060,316.271946
19.727588	0.0541	50,841,740.141311
19.728490	0.0541	50,010,765.425063
19.729390	0.054	49,426,720.179845
19.730292	0.0541	48,966,801.057233
19.731193	0.0541	48,644,933.787265
19.732093	0.054	48,228,949.167318
19.732995	0.0541	47,597,049.218912
19.733897	0.0541	47,056,731.703344
19.734797	0.054	46,625,763.358315
19.735698	0.0541	46,116,902.012138
19.736600	0.0541	45,541,546.930510
19.737500	0.054	45,100,295.758420
19.738402	0.0541	44,772,319.285344
19.739303	0.0541	44,152,706.333996
19.740205	0.0541	43,170,953.105954
19.741105	0.054	42,304,407.927227
19.742007	0.0541	41,834,141.531506
19.742908	0.0541	41,506,621.096522
19.743808	0.054	40,971,179.225042
19.744710	0.0541	40,228,778.029514
19.745612	0.0541	39,564,640.808048
19.746512	0.054	39,005,397.198851
19.747413	0.0541	38,429,092.513216
19.748315	0.0541	37,999,218.085989
19.749215	0.054	37,854,070.230817
19.750117	0.0541	37,831,140.704706
19.751018	0.0541	37,753,666.100469
19.751918	0.054	37,674,120.147596
19.752820	0.0541	37,609,256.186293
19.753722	0.0541	37,377,584.955145
19.754623	0.0541	36,946,762.008271
19.755523	0.054	36,619,945.937577
19.756425	0.0541	36,393,513.969225
19.757327	0.0541	36,016,938.991195
19.758227	0.054	35,603,501.623890
19.759128	0.0541	35,237,290.810153
19.760030	0.0541	34,948,819.960172
19.760930	0.054	34,744,414.371305
19.761832	0.0541	34,511,160.364557
19.762733	0.0541	34,170,427.039614
19.763633	0.054	33,727,202.849651
19.764535	0.0541	33,417,287.979244
19.765437	0.0541	33,261,366.305332
19.766337	0.054	33,074,356.131137
19.767238	0.0541	32,896,672.196854
19.768140	0.0541	32,784,056.694034
19.769042	0.0541	32,675,960.846484
19.769942	0.054	32,444,106.162723
19.770843	0.0541	32,195,857.665164
19.771745	0.0541	32,142,040.092708
19.772645	0.054	32,214,220.185823
19.773547	0.0541	32,230,521.055004
19.774448	0.0541	32,194,367.217016
19.775348	0.054	32,247,046.938138
19.776250	0.0541	32,260,647.337342
19.777152	0.0541	32,139,715.844980
19.778052	0.054	32,065,931.150861
19.778953	0.0541	32,080,908.667540
19.779855	0.0541	32,184,557.391009
19.780755	0.054	32,343,645.559148
19.781657	0.0541	32,338,620.043065
19.782558	0.0541	32,112,688.419184
19.783460	0.0541	31,840,417.564262
19.784360	0.054	31,623,334.334675
19.785262	0.0541	31,579,308.859722
19.786163	0.0541	31,834,657.563507
19.787063	0.054	32,316,339.242666
19.787965	0.0541	32,794,656.794227
19.788867	0.0541	33,052,379.440769
19.789767	0.054	33,038,820.880790
19.790668	0.0541	32,905,722.196064
19.791570	0.0541	32,850,430.439949
19.792470	0.054	32,940,029.573010
19.793372	0.0541	33,111,829.970141
19.794273	0.0541	33,202,803.937423
19.795173	0.054	33,158,959.443189
19.796075	0.0541	33,059,495.105505
19.796977	0.0541	33,056,956.233019
19.797878	0.0541	33,299,321.796394
19.798778	0.054	33,694,514.962080
19.799680	0.0541	34,026,421.215884
19.800582	0.0541	34,106,378.740858
19.801482	0.054	34,054,718.811910
19.802383	0.0541	34,197,942.130413
19.803285	0.0541	34,529,720.106795
19.804185	0.054	34,760,976.062802
19.805087	0.0541	34,738,631.574396
19.805988	0.0541	34,615,202.049172
19.806888	0.054	34,558,151.578638
19.807790	0.0541	34,589,028.734237
19.808692	0.0541	34,667,720.005559
19.809592	0.054	34,730,139.176307
19.810493	0.0541	34,734,663.283475
19.811395	0.0541	34,689,533.478999
19.812297	0.0541	34,696,460.112447
19.813197	0.054	34,776,045.246253
19.814098	0.0541	34,924,405.469672
19.815000	0.0541	35,114,463.027248
19.815900	0.054	35,261,914.798514
19.816802	0.0541	35,305,645.432406
19.817703	0.0541	35,154,073.793324
19.818603	0.054	34,972,595.265115
19.819505	0.0541	34,985,620.401608
19.820407	0.0541	35,167,706.459559
19.821307	0.054	35,407,933.159300
19.822208	0.0541	35,609,261.249305
19.823110	0.0541	35,649,848.183055
19.824012	0.0541	35,473,899.101602
19.824912	0.054	35,256,144.469822
19.825813	0.0541	35,223,633.077807
19.826715	0.0541	35,333,589.862894
19.827615	0.054	35,438,242.128404
19.828517	0.0541	35,569,891.637283
19.829418	0.0541	35,740,175.709758
19.830318	0.054	35,874,697.674991
19.831220	0.0541	35,921,209.482715
19.832122	0.0541	35,831,769.277059
19.833022	0.054	35,682,629.694371
19.833923	0.0541	35,502,921.495549
19.834825	0.0541	35,277,227.377630
19.835725	0.054	35,277,764.376555
19.836627	0.0541	35,477,926.186956
19.837528	0.0541	35,606,779.108226
19.838430	0.0541	35,504,127.865576
19.839330	0.054	35,234,735.769416
19.840232	0.0541	35,074,434.614477
19.841133	0.0541	35,058,093.478199
19.842033	0.054	35,157,835.883848
19.842935	0.0541	35,096,165.758564
19.843837	0.0541	34,685,275.841177
19.844737	0.054	34,247,967.959560
19.845638	0.0541	34,051,093.197327
19.846540	0.0541	34,162,976.911199
19.847440	0.054	34,405,840.355496
19.848342	0.0541	34,512,277.920713
19.849243	0.0541	34,559,555.174647
19.850143	0.054	34,664,470.081988
19.851045	0.0541	34,654,536.079340
19.851947	0.0541	34,365,580.228337
19.852848	0.0541	33,903,801.780568
19.853748	0.054	33,478,139.545474
19.854650	0.0541	33,143,393.496191
19.855552	0.0541	32,867,036.599257
19.856452	0.054	32,563,796.719980
19.857353	0.0541	32,158,511.157202
19.858255	0.0541	31,728,155.263059
19.859155	0.054	31,539,349.998820
19.860057	0.0541	31,456,604.469344
19.860958	0.0541	31,137,925.836520
19.861858	0.054	30,809,961.068535
19.862760	0.0541	30,589,819.860968
19.863662	0.0541	30,393,416.378469
19.864562	0.054	30,195,172.898123
19.865463	0.0541	29,987,219.386089
19.866365	0.0541	29,920,043.788658
19.867267	0.0541	29,862,143.378344
19.868167	0.054	29,564,411.766694
19.869068	0.0541	29,194,978.730967
19.869970	0.0541	29,020,982.419847
19.870870	0.054	28,974,594.613275
19.871772	0.0541	28,949,296.208384
19.872673	0.0541	28,849,171.699392
19.873573	0.054	28,580,885.684402
19.874475	0.0541	28,280,896.779420
19.875377	0.0541	27,999,599.966057
19.876277	0.054	27,761,685.849356
19.877178	0.0541	27,701,074.780505
19.878080	0.0541	27,707,205.202043
19.878982	0.0541	27,476,483.169985
19.879882	0.054	27,000,389.548472
19.880783	0.0541	26,604,452.675396
19.881685	0.0541	26,477,758.901209
19.882585	0.054	26,492,610.720152
19.883487	0.0541	26,525,429.362812
19.884388	0.0541	26,584,791.881945
19.885288	0.054	26,524,121.890784
19.886190	0.0541	26,181,461.937545
19.887092	0.0541	25,770,470.976415
19.887992	0.054	25,518,196.382168
19.888893	0.0541	25,323,401.500418
19.889795	0.0541	25,015,347.577405
19.890695	0.054	24,660,914.128638
19.891597	0.0541	24,438,210.860488
19.892498	0.0541	24,331,437.860488
19.893400	0.0541	24,358,125.487822
19.894300	0.054	24,493,895.556822
19.895202	0.0541	24,531,800.114332
19.896103	0.0541	24,423,455.476687
19.897003	0.054	24,241,710.498078
19.897905	0.0541	24,002,110.402074
19.898807	0.0541	23,725,243.012104
19.899707	0.054	23,391,709.384514
19.900608	0.0541	23,085,050.826549
19.901510	0.0541	23,006,927.870916
19.902410	0.054	23,151,182.968968
19.903312	0.0541	23,386,498.080912
19.904213	0.0541	23,568,240.736675
19.905115	0.0541	23,599,975.273046
19.906015	0.054	23,525,377.492822
19.906917	0.0541	23,523,196.367581
19.907818	0.0541	23,547,356.881421
19.908718	0.054	23,429,669.142650
19.909620	0.0541	23,352,183.654199
19.910522	0.0541	23,371,063.887049
19.911422	0.054	23,384,438.595587
19.912323	0.0541	23,410,902.742130
19.913225	0.0541	23,332,657.504953
19.914125	0.054	23,133,315.016826
19.915027	0.0541	23,006,026.852041
19.915928	0.0541	22,996,436.545301
19.916828	0.054	23,036,236.308014
19.917730	0.0541	23,102,030.024116
19.918632	0.0541	23,092,065.529711
19.919533	0.0541	22,924,666.724514
19.920433	0.054	22,758,335.916535
19.921335	0.0541	22,790,851.753643
19.922237	0.0541	23,020,792.166767
19.923137	0.054	23,182,092.580507
19.924038	0.0541	23,069,723.372139
19.924940	0.0541	22,814,775.886675
19.925840	0.054	22,506,998.610429
19.926742	0.0541	22,248,874.556002
19.927643	0.0541	22,339,813.958200
19.928543	0.054	22,706,697.484256
19.929445	0.0541	22,946,704.996701
19.930347	0.0541	22,957,116.723817
19.931247	0.054	22,902,492.149902
19.932148	0.0541	22,887,376.654204
19.933050	0.0541	22,846,608.245694
19.933952	0.0541	22,720,609.506110
19.934852	0.054	22,632,156.163394
19.935753	0.0541	22,715,977.544244
19.936655	0.0541	22,915,177.407280
19.937555	0.054	23,140,169.765351
19.938457	0.0541	23,388,254.968757
19.939358	0.0541	23,583,571.566547
19.940258	0.054	23,676,048.081353
19.941160	0.0541	23,667,459.840829
19.942062	0.0541	23,504,224.325169
19.942962	0.054	23,352,409.252342
19.943863	0.0541	23,355,798.080534
19.944765	0.0541	23,336,609.868141
19.945665	0.054	23,269,419.153168
19.946567	0.0541	23,243,207.936645
19.947468	0.0541	23,212,967.525198
19.948370	0.0541	23,154,707.241608
19.949270	0.054	23,146,936.802751
19.950172	0.0541	23,337,533.984445
19.951073	0.0541	23,666,045.236160
19.951973	0.054	23,906,354.158213
19.952875	0.0541	24,035,578.583955
19.953777	0.0541	24,170,607.067120
19.954677	0.054	24,298,637.336556
19.955578	0.0541	24,330,831.968533
19.956480	0.0541	24,311,180.041775
19.957380	0.054	24,481,271.767197
19.958282	0.0541	24,797,349.035993
19.959183	0.0541	24,943,823.971293
19.960085	0.0541	24,950,890.717282
19.960985	0.054	24,979,936.617860
19.961887	0.0541	25,075,084.058784
19.962788	0.0541	25,241,618.188065
19.963688	0.054	25,407,820.012605
19.964590	0.0541	25,484,334.552116
19.965492	0.0541	25,640,797.668831
19.966392	0.054	26,071,720.522235
19.967293	0.0541	26,505,162.951460
19.968195	0.0541	26,632,283.794531
19.969095	0.054	26,610,131.207038
19.969997	0.0541	26,642,855.150552
19.970898	0.0541	26,705,921.468843
19.971798	0.054	26,889,340.782062
19.972700	0.0541	27,230,745.912852
19.973602	0.0541	27,469,672.219962
19.974503	0.0541	27,575,124.198280
19.975403	0.054	27,780,549.879536
19.976305	0.0541	28,010,182.242314
19.977207	0.0541	28,181,922.232122
19.978107	0.054	28,427,627.876681
19.979008	0.0541	28,756,268.114133
19.979910	0.0541	28,978,135.470610
19.980810	0.054	29,041,657.331772
19.981712	0.0541	29,164,103.765441
19.982613	0.0541	29,344,849.608977
19.983513	0.054	29,425,306.270692
19.984415	0.0541	29,367,847.639558
19.985317	0.0541	29,268,662.991296
19.986217	0.054	29,210,984.739848
19.987118	0.0541	29,246,325.592884
19.988020	0.0541	29,338,214.969211
19.988922	0.0541	29,398,946.992665
19.989822	0.054	29,498,992.146692
19.990723	0.0541	29,641,872.055701
19.991625	0.0541	29,769,522.585088
19.992525	0.054	29,895,927.156308
19.993427	0.0541	30,128,866.495592
19.994328	0.0541	30,420,279.314782
19.995228	0.054	30,571,609.543681
19.996130	0.0541	30,455,835.764935
19.997032	0.0541	30,079,679.850569
19.997932	0.054	29,813,956.025789
19.998833	0.0541	29,861,744.545713
19.999735	0.0541	29,980,882.524133
20.000635	0.054	29,976,024.062094
20.001537	0.0541	29,872,639.626929
20.002438	0.0541	29,877,475.410634
20.003340	0.0541	29,969,063.703712
20.004240	0.054	29,958,054.268638
20.005142	0.0541	29,925,879.646358
20.006043	0.0541	30,106,855.479122
20.006943	0.054	30,456,804.846064
20.007845	0.0541	30,607,957.104181
20.008747	0.0541	30,476,583.006765
20.009647	0.054	30,285,878.582351
20.010548	0.0541	30,108,586.050483
20.011450	0.0541	29,911,049.524997
20.012350	0.054	29,778,205.497968
20.013252	0.0541	29,749,346.795230
20.014153	0.0541	29,668,132.565203
20.015055	0.0541	29,536,865.217058
20.015955	0.054	29,570,234.881255
20.016857	0.0541	29,765,981.928011
