URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
41.059555	0.054	61,901,265.972807
41.060457	0.0541	61,428,617.065012
41.061358	0.0541	60,889,016.481392
41.062258	0.054	60,716,143.776903
41.063160	0.0541	61,038,962.636954
41.064062	0.0541	61,330,315.887582
41.064962	0.054	61,243,554.001099
41.065863	0.0541	60,715,022.496627
41.066765	0.0541	60,120,043.109120
41.067665	0.054	60,209,944.553257
41.068567	0.0541	60,970,744.561500
41.069468	0.0541	61,890,220.955378
41.070368	0.054	62,721,870.250888
41.071270	0.0541	63,010,549.908482
41.072172	0.0541	62,711,497.954618
41.073073	0.0541	62,409,410.204555
41.073973	0.054	62,191,191.828391
41.074875	0.0541	61,886,506.813845
41.075777	0.0541	61,539,768.689684
41.076677	0.054	61,478,835.709950
41.077578	0.0541	61,806,114.079438
41.078480	0.0541	62,143,548.239359
41.079380	0.054	62,367,839.218063
41.080282	0.0541	62,626,344.723599
41.081183	0.0541	62,671,218.974660
41.082083	0.054	62,262,543.700596
41.082985	0.0541	62,005,717.187888
41.083887	0.0541	62,450,895.317500
41.084788	0.0541	62,998,773.010168
41.085688	0.054	62,925,537.691800
41.086590	0.0541	62,620,297.090632
41.087492	0.0541	62,448,506.592281
41.088392	0.054	62,254,776.341742
41.089293	0.0541	62,104,496.146370
41.090195	0.0541	61,842,617.460741
41.091095	0.054	61,520,698.198723
41.091997	0.0541	61,568,975.722406
41.092898	0.0541	62,012,936.932598
41.093798	0.054	62,157,035.071849
41.094700	0.0541	61,582,940.076538
41.095602	0.0541	60,828,171.957949
41.096502	0.054	60,419,654.789621
41.097403	0.0541	60,573,431.107765
41.098305	0.0541	61,170,192.154462
41.099207	0.0541	61,873,902.940068
41.100107	0.054	62,136,090.312454
41.101008	0.0541	61,809,554.961539
41.101910	0.0541	61,335,240.185732
41.102810	0.054	60,886,017.466700
41.103712	0.0541	60,610,383.767707
41.104613	0.0541	60,849,950.437203
41.105513	0.054	61,448,595.628590
41.106415	0.0541	61,736,345.792142
41.107317	0.0541	61,744,086.441169
41.108217	0.054	61,725,899.518027
41.109118	0.0541	61,734,634.605080
41.110020	0.0541	61,954,848.288716
41.110920	0.054	62,199,960.212888
41.111822	0.0541	62,258,128.774309
41.112723	0.0541	62,240,484.733649
41.113625	0.0541	62,213,509.177614
41.114525	0.054	62,112,140.801270
41.115427	0.0541	62,078,387.090052
41.116328	0.0541	62,332,936.026756
41.117228	0.054	62,597,344.011993
41.118130	0.0541	62,275,003.797349
41.119032	0.0541	61,589,461.282475
41.119932	0.054	61,329,849.572585
41.120833	0.0541	61,625,272.048647
41.121735	0.0541	61,864,496.172995
41.122635	0.054	61,749,515.911926
41.123537	0.0541	61,646,416.988735
41.124438	0.0541	61,550,877.417191
41.125340	0.0541	61,526,822.906133
41.126240	0.054	61,734,018.125266
41.127142	0.0541	61,968,131.327097
41.128043	0.0541	62,225,346.062812
41.128943	0.054	62,510,356.577680
41.129845	0.0541	62,806,809.910658
41.130747	0.0541	62,897,168.510462
41.131647	0.054	62,660,681.077825
41.132548	0.0541	62,547,555.495154
41.133450	0.0541	62,504,952.818035
41.134350	0.054	62,111,643.286352
41.135252	0.0541	61,586,906.142985
41.136153	0.0541	61,260,724.053941
41.137053	0.054	61,160,703.684783
41.137955	0.0541	61,328,301.328075
41.138857	0.0541	61,728,222.300772
41.139758	0.0541	62,131,840.142068
41.140658	0.054	62,333,942.007821
41.141560	0.0541	62,132,358.603193
41.142462	0.0541	61,542,303.758162
41.143362	0.054	60,984,759.121869
41.144263	0.0541	60,893,047.673255
41.145165	0.0541	61,309,196.014039
41.146065	0.054	61,759,283.625150
41.146967	0.0541	62,013,238.562098
41.147868	0.0541	62,157,776.286929
41.148768	0.054	62,153,204.713518
41.149670	0.0541	62,119,407.662848
41.150572	0.0541	61,979,001.959855
41.151472	0.054	61,933,492.543664
41.152373	0.0541	62,195,348.337456
41.153275	0.0541	62,012,187.343314
41.154177	0.0541	61,418,191.521766
41.155077	0.054	61,229,562.787111
41.155978	0.0541	61,398,116.520938
41.156880	0.0541	61,724,993.654416
41.157780	0.054	62,155,489.183586
41.158682	0.0541	62,228,522.344814
41.159583	0.0541	61,824,887.185334
41.160483	0.054	61,612,018.391062
41.161385	0.0541	61,849,267.953745
41.162287	0.0541	62,061,197.071692
41.163187	0.054	61,919,065.698400
41.164088	0.0541	61,804,596.429188
41.164990	0.0541	62,006,569.208064
41.165890	0.054	62,077,335.463795
41.166792	0.0541	62,040,424.125477
41.167693	0.0541	62,311,483.927073
41.168595	0.0541	62,711,639.198217
41.169495	0.054	62,891,551.670059
41.170397	0.0541	62,827,963.538101
41.171298	0.0541	62,598,124.433554
41.172198	0.054	62,112,791.303130
41.173100	0.0541	61,725,350.803713
41.174002	0.0541	61,868,646.802671
41.174902	0.054	62,205,812.125590
41.175803	0.0541	62,305,699.568095
41.176705	0.0541	62,028,834.318887
41.177605	0.054	61,840,683.024401
41.178507	0.0541	62,100,585.091928
41.179408	0.0541	62,340,851.893473
41.180308	0.054	62,400,113.306299
41.181210	0.0541	62,489,544.787386
41.182112	0.0541	62,541,013.606036
41.183013	0.0541	62,431,200.883861
41.183913	0.054	62,258,154.804286
41.184815	0.0541	62,235,771.447429
41.185717	0.0541	62,486,143.968627
41.186617	0.054	62,898,296.600879
41.187518	0.0541	63,002,853.523785
41.188420	0.0541	62,614,809.313548
41.189320	0.054	62,297,461.371968
41.190222	0.0541	62,257,687.789239
41.191123	0.0541	62,168,807.032095
41.192023	0.054	61,951,401.070541
41.192925	0.0541	61,833,780.971160
41.193827	0.0541	61,784,772.312332
41.194728	0.0541	61,692,714.611757
41.195628	0.054	61,844,208.290946
41.196530	0.0541	62,076,141.924554
41.197432	0.0541	62,029,493.180618
41.198332	0.054	62,080,211.970320
41.199233	0.0541	62,367,323.020815
41.200135	0.0541	62,233,941.341613
41.201035	0.054	61,650,656.048820
41.201937	0.0541	61,291,814.655088
41.202838	0.0541	61,356,909.037061
41.203738	0.054	61,408,599.853175
41.204640	0.0541	61,401,041.098171
41.205542	0.0541	61,477,661.454171
41.206442	0.054	61,419,748.492524
41.207343	0.0541	61,588,041.366961
41.208245	0.0541	62,224,062.187087
41.209147	0.0541	62,817,576.839882
41.210047	0.054	62,922,155.666670
41.210948	0.0541	62,787,979.485533
41.211850	0.0541	62,840,830.083269
41.212750	0.054	62,875,374.814699
41.213652	0.0541	62,621,633.209854
41.214553	0.0541	62,206,129.421242
41.215453	0.054	61,889,211.763750
41.216355	0.0541	61,729,174.986293
41.217257	0.0541	61,684,852.641015
41.218157	0.054	61,907,211.294007
41.219058	0.0541	62,363,168.121692
41.219960	0.0541	62,760,434.014205
41.220860	0.054	62,945,781.761775
41.221762	0.0541	63,014,725.645364
41.222663	0.0541	63,121,664.409328
41.223565	0.0541	63,165,400.735056
41.224465	0.054	63,008,685.810585
41.225367	0.0541	62,689,461.999474
41.226268	0.0541	62,524,809.352581
41.227168	0.054	62,661,134.165381
41.228070	0.0541	62,605,438.416756
41.228972	0.0541	62,180,704.951361
41.229872	0.054	61,975,148.691434
41.230773	0.0541	62,286,908.243135
41.231675	0.0541	62,605,242.568912
41.232575	0.054	62,604,038.666146
41.233477	0.0541	62,631,871.347433
41.234378	0.0541	62,796,056.958583
41.235278	0.054	62,779,875.079684
41.236180	0.0541	62,690,775.785152
41.237082	0.0541	62,815,024.954920
41.237983	0.0541	63,023,700.750298
41.238883	0.054	63,106,291.246359
41.239785	0.0541	63,038,424.200778
41.240687	0.0541	62,905,573.485326
41.241587	0.054	62,677,643.032625
41.242488	0.0541	62,241,942.183877
41.243390	0.0541	61,982,442.794812
41.244290	0.054	62,294,536.563861
41.245192	0.0541	62,720,197.571689
41.246093	0.0541	62,648,069.132606
41.246993	0.054	62,300,127.790911
41.247895	0.0541	62,262,722.600881
41.248797	0.0541	62,244,539.205169
41.249698	0.0541	62,318,536.984170
41.250598	0.054	62,945,735.278893
41.251500	0.0541	63,453,372.380039
41.252402	0.0541	63,582,969.700908
41.253302	0.054	63,520,554.325791
41.254203	0.0541	63,067,625.709820
41.255105	0.0541	62,528,518.156296
41.256005	0.054	62,344,374.247530
41.256907	0.0541	62,374,765.458310
41.257808	0.0541	62,476,388.339558
41.258708	0.054	62,644,375.271169
41.259610	0.0541	62,793,788.823747
41.260512	0.0541	62,928,982.866725
41.261412	0.054	62,793,260.380298
41.262313	0.0541	62,213,131.291345
41.263215	0.0541	61,666,288.536333
41.264117	0.0541	61,487,393.465110
41.265017	0.054	61,584,232.146733
41.265918	0.0541	61,733,112.243350
41.266820	0.0541	61,826,914.353893
41.267720	0.054	61,851,475.658194
41.268622	0.0541	61,661,334.721866
41.269523	0.0541	61,446,742.579095
41.270423	0.054	61,595,925.537088
41.271325	0.0541	62,048,796.884742
41.272227	0.0541	62,453,942.487071
41.273127	0.054	62,628,519.025767
41.274028	0.0541	62,682,413.850582
41.274930	0.0541	62,702,725.859415
41.275830	0.054	62,511,782.589036
41.276732	0.0541	62,169,523.529076
41.277633	0.0541	62,135,908.619535
41.278535	0.0541	62,348,758.906948
41.279435	0.054	62,328,018.637189
41.280337	0.0541	62,268,883.797959
41.281238	0.0541	62,434,056.706547
41.282138	0.054	62,730,034.190884
41.283040	0.0541	63,020,787.908472
41.283942	0.0541	63,049,292.829904
41.284842	0.054	62,773,821.143934
41.285743	0.0541	62,469,789.052168
41.286645	0.0541	62,363,752.741572
41.287545	0.054	62,408,086.701540
41.288447	0.0541	62,381,869.706075
41.289348	0.0541	62,353,734.466917
41.290250	0.0541	62,353,732.898271
41.291150	0.054	62,088,125.039673
41.292052	0.0541	61,821,242.162529
41.292953	0.0541	62,012,674.292319
41.293853	0.054	62,309,651.666760
41.294755	0.0541	62,366,382.220936
41.295657	0.0541	62,432,011.497994
41.296557	0.054	62,602,938.016193
41.297458	0.0541	62,647,637.451839
41.298360	0.0541	62,293,817.852551
41.299260	0.054	61,716,908.903353
41.300162	0.0541	61,549,117.103915
41.301063	0.0541	61,779,357.295331
41.301963	0.054	61,968,298.246300
41.302865	0.0541	62,037,712.466459
41.303767	0.0541	61,916,799.733760
41.304668	0.0541	61,899,108.712949
41.305568	0.054	62,087,643.937329
41.306470	0.0541	62,143,800.451944
41.307372	0.0541	62,143,568.035590
41.308272	0.054	62,291,674.018161
41.309173	0.0541	62,509,755.981267
41.310075	0.0541	62,315,029.187454
41.310975	0.054	61,660,951.068716
41.311877	0.0541	61,261,711.396988
41.312778	0.0541	61,412,147.587980
41.313678	0.054	61,787,561.863699
41.314580	0.0541	62,150,040.012017
41.315482	0.0541	62,264,279.840078
41.316382	0.054	62,028,434.628543
41.317283	0.0541	61,711,540.267354
41.318185	0.0541	61,657,490.783905
41.319087	0.0541	61,910,046.337408
41.319987	0.054	62,177,865.462277
41.320888	0.0541	62,355,468.940815
41.321790	0.0541	62,511,095.997366
41.322690	0.054	62,541,906.344628
41.323592	0.0541	62,173,753.351369
41.324493	0.0541	61,707,769.453058
41.325393	0.054	61,622,094.117623
41.326295	0.0541	61,696,022.926500
41.327197	0.0541	61,701,356.957723
41.328097	0.054	61,542,173.350619
41.328998	0.0541	61,405,232.761626
41.329900	0.0541	61,571,943.450183
41.330802	0.0541	61,777,353.590315
41.331702	0.054	61,745,834.712614
41.332603	0.0541	61,628,291.669175
41.333505	0.0541	61,714,300.583413
41.334405	0.054	61,897,618.867662
41.335307	0.0541	61,886,684.770266
41.336208	0.0541	61,920,438.979197
41.337108	0.054	62,252,221.911172
41.338010	0.0541	62,805,524.939929
41.338912	0.0541	63,110,259.113518
41.339812	0.054	62,764,137.671882
41.340713	0.0541	62,299,097.829774
41.341615	0.0541	61,997,915.921982
41.342515	0.054	61,779,776.919499
41.343417	0.0541	61,858,593.338209
41.344318	0.0541	62,035,574.403932
41.345220	0.0541	62,128,065.785379
41.346120	0.054	62,248,536.563766
41.347022	0.0541	62,218,428.945992
41.347923	0.0541	62,182,785.518546
41.348823	0.054	62,461,759.240248
41.349725	0.0541	62,685,393.022030
41.350627	0.0541	62,582,085.319490
41.351527	0.054	62,388,199.639175
41.352428	0.0541	61,990,219.911822
41.353330	0.0541	61,724,568.215512
41.354230	0.054	62,149,696.787254
41.355132	0.0541	62,550,638.932136
41.356033	0.0541	62,654,993.273388
41.356933	0.054	62,844,921.220775
41.357835	0.0541	62,702,215.144509
41.358737	0.0541	62,109,724.999158
41.359638	0.0541	61,676,059.018086
41.360538	0.054	61,597,181.643907
41.361440	0.0541	61,652,079.846558
41.362342	0.0541	61,914,485.909575
41.363242	0.054	62,306,665.377493
41.364143	0.0541	62,567,358.119803
41.365045	0.0541	62,810,008.113471
41.365945	0.054	62,772,159.917865
41.366847	0.0541	62,304,797.343903
41.367748	0.0541	61,839,138.621381
41.368648	0.054	61,579,523.411513
41.369550	0.0541	61,740,245.335268
41.370452	0.0541	62,126,605.693188
41.371353	0.0541	62,236,907.901245
41.372253	0.054	62,066,182.554734
41.373155	0.0541	61,879,283.210873
41.374057	0.0541	62,015,485.614501
41.374957	0.054	62,442,386.538709
41.375858	0.0541	62,701,349.569812
41.376760	0.0541	62,558,351.316227
41.377660	0.054	62,248,116.959313
41.378562	0.0541	62,206,002.277097
41.379463	0.0541	62,400,496.833225
41.380363	0.054	62,608,554.444956
41.381265	0.0541	62,778,664.376790
41.382167	0.0541	62,802,324.534196
41.383067	0.054	62,773,346.180295
41.383968	0.0541	62,712,657.776310
41.384870	0.0541	62,483,019.065876
41.385772	0.0541	62,190,441.826226
41.386672	0.054	62,121,893.413695
41.387573	0.0541	62,381,527.765033
41.388475	0.0541	62,771,707.360808
41.389375	0.054	62,948,048.764810
41.390277	0.0541	62,954,736.881498
41.391178	0.0541	63,188,855.772884
41.392078	0.054	63,371,478.503796
41.392980	0.0541	63,125,308.081915
41.393882	0.0541	62,570,241.611819
41.394782	0.054	62,057,126.859833
41.395683	0.0541	61,941,555.953284
41.396585	0.0541	62,061,539.547414
41.397485	0.054	62,232,314.086717
41.398387	0.0541	62,618,830.277571
41.399288	0.0541	63,219,646.014319
41.400190	0.0541	63,494,851.203793
41.401090	0.054	63,319,012.763603
41.401992	0.0541	63,202,397.290571
41.402893	0.0541	63,060,029.191748
41.403793	0.054	62,644,048.360738
41.404695	0.0541	62,192,664.170752
41.405597	0.0541	61,907,496.711563
41.406497	0.054	61,976,682.712995
41.407398	0.0541	62,503,302.424194
41.408300	0.0541	63,042,666.937242
41.409200	0.054	63,354,151.448518
41.410102	0.0541	63,686,333.142607
41.411003	0.0541	63,889,746.409777
41.411903	0.054	63,825,611.214989
41.412805	0.0541	63,767,394.948244
41.413707	0.0541	63,629,526.465736
41.414608	0.0541	63,166,952.392650
41.415508	0.054	62,714,918.310169
41.416410	0.0541	62,610,550.920178
41.417312	0.0541	62,795,651.584975
41.418212	0.054	63,046,808.928903
41.419113	0.0541	63,135,936.670976
41.420015	0.0541	63,285,125.214038
41.420915	0.054	63,555,611.470174
41.421817	0.0541	63,618,853.005019
41.422718	0.0541	63,329,490.860469
41.423618	0.054	62,854,996.819976
41.424520	0.0541	62,570,097.235058
41.425422	0.0541	62,513,936.881800
41.426323	0.0541	62,480,881.789426
41.427223	0.054	62,409,162.413227
41.428125	0.0541	62,474,547.711225
41.429027	0.0541	62,802,092.276355
41.429927	0.054	63,033,798.437845
41.430828	0.0541	62,999,956.217190
41.431730	0.0541	62,998,813.865178
41.432630	0.054	63,090,446.420010
41.433532	0.0541	63,215,365.046489
41.434433	0.0541	63,231,944.545860
41.435333	0.054	62,956,460.342661
41.436235	0.0541	62,683,936.511517
41.437137	0.0541	62,744,061.422143
41.438037	0.054	63,020,181.705633
41.438938	0.0541	63,182,636.247385
41.439840	0.0541	63,144,140.882731
41.440742	0.0541	63,280,293.627278
41.441642	0.054	63,530,980.700803
41.442543	0.0541	63,352,531.143352
41.443445	0.0541	62,950,422.370178
41.444345	0.054	62,787,560.460995
41.445247	0.0541	62,923,871.268101
41.446148	0.0541	63,263,549.670762
41.447048	0.054	63,520,960.840299
41.447950	0.0541	63,539,364.560735
41.448852	0.0541	63,580,693.590002
41.449752	0.054	63,757,321.975648
41.450653	0.0541	63,897,270.878509
41.451555	0.0541	64,074,376.627031
41.452457	0.0541	64,277,267.151899
41.453357	0.054	64,300,845.449972
41.454258	0.0541	64,146,929.793141
41.455160	0.0541	64,138,762.453744
41.456060	0.054	64,133,687.489345
41.456962	0.0541	63,622,062.560592
41.457863	0.0541	62,950,740.728479
41.458763	0.054	62,777,644.402746
41.459665	0.0541	63,109,787.603741
41.460567	0.0541	63,346,505.410941
41.461467	0.054	63,303,001.661001
41.462368	0.0541	63,287,762.376483
41.463270	0.0541	63,401,116.498780
41.464170	0.054	63,415,198.600698
41.465072	0.0541	63,159,476.936890
41.465973	0.0541	62,841,821.528054
41.466875	0.0541	62,617,499.599171
41.467775	0.054	62,681,397.834510
41.468677	0.0541	63,062,420.559824
41.469578	0.0541	63,441,030.691402
41.470478	0.054	63,536,927.566449
41.471380	0.0541	63,399,902.842938
41.472282	0.0541	63,268,642.693781
41.473182	0.054	63,083,438.805606
41.474083	0.0541	62,868,713.184339
41.474985	0.0541	62,726,988.111941
41.475885	0.054	62,453,023.899392
41.476787	0.0541	61,975,444.324402
41.477688	0.0541	61,519,593.213887
41.478588	0.054	61,493,997.661831
41.479490	0.0541	61,963,519.618311
41.480392	0.0541	62,575,239.410159
41.481293	0.0541	63,360,005.176951
41.482193	0.054	64,126,191.260584
41.483095	0.0541	64,260,614.612845
41.483997	0.0541	64,008,729.547212
41.484897	0.054	63,755,223.145518
41.485798	0.0541	63,272,510.488320
41.486700	0.0541	62,774,464.854461
41.487600	0.054	62,492,875.546152
41.488502	0.0541	62,322,944.155870
41.489403	0.0541	62,498,313.437833
41.490303	0.054	62,879,170.987420
41.491205	0.0541	63,021,660.522541
41.492107	0.0541	63,040,182.441413
41.493007	0.054	63,120,589.370801
41.493908	0.0541	63,170,600.730716
41.494810	0.0541	63,334,006.686085
41.495712	0.0541	63,591,408.549514
41.496612	0.054	63,487,442.415923
41.497513	0.0541	63,079,869.018028
41.498415	0.0541	62,792,250.715012
41.499315	0.054	62,811,183.701151
41.500217	0.0541	62,975,959.363672
41.501118	0.0541	63,140,327.693647
41.502018	0.054	63,112,952.571233
41.502920	0.0541	62,722,759.681297
41.503822	0.0541	62,392,780.741285
41.504722	0.054	62,382,175.487887
41.505623	0.0541	62,484,026.439965
41.506525	0.0541	62,728,933.427073
41.507425	0.054	63,101,906.090115
41.508327	0.0541	63,396,625.275612
41.509228	0.0541	63,491,257.447584
41.510130	0.0541	63,247,925.524630
41.511030	0.054	62,837,349.205801
41.511932	0.0541	62,627,281.063063
41.512833	0.0541	62,783,115.088123
41.513733	0.054	63,352,568.834917
41.514635	0.0541	63,942,885.921206
41.515537	0.0541	63,905,811.041237
41.516437	0.054	63,463,998.610270
41.517338	0.0541	63,011,093.064644
41.518240	0.0541	62,536,178.020508
41.519140	0.054	62,279,468.299760
41.520042	0.0541	62,464,241.791863
41.520943	0.0541	62,975,192.104092
41.521843	0.054	63,330,876.216506
41.522745	0.0541	63,291,459.918738
41.523647	0.0541	63,096,901.202904
41.524548	0.0541	63,083,053.219192
41.525448	0.054	63,288,671.250896
41.526350	0.0541	63,372,453.823854
41.527252	0.0541	63,200,799.580650
41.528152	0.054	63,043,258.506930
41.529053	0.0541	63,052,971.740515
41.529955	0.0541	62,951,983.155950
41.530855	0.054	62,657,097.255795
41.531757	0.0541	62,569,865.754917
41.532658	0.0541	62,569,000.204742
41.533558	0.054	62,343,541.920353
41.534460	0.0541	62,432,194.790039
41.535362	0.0541	63,131,029.869616
41.536262	0.054	63,930,737.728045
41.537163	0.0541	64,230,001.562878
41.538065	0.0541	63,892,815.478188
41.538967	0.0541	63,476,420.913405
41.539867	0.054	63,202,392.276008
41.540768	0.0541	62,933,268.252898
41.541670	0.0541	62,832,577.168474
41.542570	0.054	62,852,360.317880
41.543472	0.0541	62,832,592.030364
41.544373	0.0541	62,786,771.578388
41.545273	0.054	62,830,606.094677
41.546175	0.0541	62,958,019.765195
41.547077	0.0541	63,020,104.371269
41.547977	0.054	63,069,807.050040
41.548878	0.0541	63,067,648.131523
41.549780	0.0541	63,068,111.227478
41.550680	0.054	63,337,030.169522
41.551582	0.0541	63,641,433.759826
41.552483	0.0541	63,817,948.407017
41.553385	0.0541	63,996,630.751826
41.554285	0.054	64,042,220.488632
41.555187	0.0541	63,778,939.276927
41.556088	0.0541	63,341,281.174045
41.556988	0.054	63,246,473.829551
41.557890	0.0541	63,619,056.149047
41.558792	0.0541	63,842,653.078152
41.559692	0.054	63,515,540.946088
41.560593	0.0541	63,021,032.317628
41.561495	0.0541	62,676,215.048802
41.562395	0.054	62,504,636.921393
41.563297	0.0541	62,543,805.375862
41.564198	0.0541	62,427,437.792839
41.565100	0.0541	62,219,868.782725
41.566000	0.054	62,298,209.321976
41.566902	0.0541	62,345,569.592309
41.567803	0.0541	62,130,850.684546
41.568703	0.054	61,846,650.284918
41.569605	0.0541	61,817,267.233112
41.570507	0.0541	62,056,558.483839
41.571407	0.054	62,277,916.699252
41.572308	0.0541	62,480,071.433772
41.573210	0.0541	62,884,858.793151
41.574110	0.054	63,284,314.155409
41.575012	0.0541	63,430,131.582279
41.575913	0.0541	63,784,094.388885
41.576813	0.054	64,127,340.262762
41.577715	0.0541	63,844,979.416824
41.578617	0.0541	63,250,771.832460
41.579518	0.0541	62,717,011.846506
41.580418	0.054	62,381,265.014680
41.581320	0.0541	62,431,757.425974
41.582222	0.0541	62,826,431.869666
41.583122	0.054	63,177,605.425142
41.584023	0.0541	63,339,491.947779
41.584925	0.0541	63,595,010.125417
